planet,,,,x,y,z
HD 27631 b,64.939461,-41.960266,50.36,33.92279368037017,15.862116796284738,-33.671455561945336
HD 27894 b,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 27894 c,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 27894 d,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 28185 b,66.609673,-10.550821,39.43,35.57784433464536,15.388777332858451,-7.219932458094389
HD 28254 b,66.211273,-50.622192,54.70,31.754952261645787,13.998140187650554,-42.28197107689612
HD 285507 b,61.755104,15.335032,45.09,38.30702453323542,20.5787092970186,11.924625573949882
HD 285968 b,70.732407,18.958172,9.47,8.454646217626593,2.9554075867300384,3.0765928120358894
HD 28678 b,67.856056,4.575287,190.92,176.27418885351912,71.7350629005766,15.229494235994617
HD 29021 b,69.467590,60.676197,31.02,14.22680036147935,5.328357148571525,27.045279839038045
HD 290327 b,80.839851,-2.277619,56.52,55.75513171919071,8.990568608807077,-2.246188564218782
HD 2952 b,8.293311,54.894985,110.45,9.161769646486354,62.85301636201399,90.3590770821677
HD 30177 b,70.476555,-58.020756,55.68,27.79333333718623,9.854936356252677,-47.23000372032869
HD 30177 c,70.476555,-58.020756,55.68,27.79333333718623,9.854936356252677,-47.23000372032869
HD 30562 b,72.151604,-5.674045,26.18,24.797882194303785,7.98484041991926,-2.588389875164642
HD 30669 b,72.118690,-28.419298,57.10,47.79294569121305,15.419486089191487,-27.175058250204184
HD 30856 b,72.574425,-24.368839,131.70,114.46095220615985,35.92600527794865,-54.34061616165199
HD 31253 b,73.681892,12.352201,58.24,54.60000820265488,15.984893044536113,12.458727809241276
HD 31527 b,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 31527 c,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 31527 d,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 3167 b,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 3167 c,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 3167 d,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 32518 b,77.403000,69.639404,122.55,41.61211283701106,9.299121588002652,114.89325873579965
HD 32963 b,76.982353,26.327963,38.12,33.287779231926436,7.69588918764554,16.906550310989157
HD 330075 b,237.407043,-49.963524,45.36,-24.583818252027875,-15.71775013514524,-34.72920688470157
HD 33142 b,76.898087,-13.986480,121.80,115.11232118078155,26.791527804818088,-29.43819882832931
HD 33142 c,76.898087,-13.986480,121.80,115.11232118078155,26.791527804818088,-29.43819882832931
HD 332231 b,306.741333,33.744450,80.85,-53.87331129247972,40.216417600708716,44.911341393338304
HD 33283 b,77.004219,-26.797472,90.10,78.36385040081039,18.085642577573964,-40.62051800402907
HD 33564 b,80.639717,79.231148,20.97,3.8660173690928175,0.6372620003625294,20.600696756293623
HD 33844 b,78.150421,-14.951111,106.10,100.32368324620155,21.049326350707677,-27.37324314174742
HD 33844 c,78.150421,-14.951111,106.10,100.32368324620155,21.049326350707677,-27.37324314174742
HD 34445 b,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 c,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 d,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 e,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 f,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 g,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 35759 b,82.888962,64.318779,72.50,31.17719974708673,3.8894251105334607,65.33838525889514
HD 3651 b,9.840858,21.250473,11.14,1.774501334968121,10.229768529262575,4.03764545866838
HD 37124 b,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37124 c,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37124 d,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37605 b,85.007210,6.060579,46.85,46.41137560006598,4.054584259221689,4.946419047601221
HD 37605 c,85.007210,6.060579,46.85,46.41137560006598,4.054584259221689,4.946419047601221
HD 38283 b,84.258408,-73.699341,38.10,10.64017354896491,1.069831913480038,-36.5684586293271
HD 38529 b,86.645470,1.168193,42.41,42.32853423387506,2.48106934470607,0.8646297001760235
HD 38529 c,86.645470,1.168193,42.41,42.32853423387506,2.48106934470607,0.8646297001760235
HD 38801 b,86.996567,-8.327700,91.68,90.58871133260087,4.752995931758681,-13.278433972852199
HD 39091 b,84.291214,-80.469124,18.28,3.011773704612696,0.3010814279886394,-18.027672315801723
HD 39855 b,88.625648,-19.704346,23.28,21.91053407163364,0.5256680908338872,-7.849240074941032
HD 40307 b,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 c,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 d,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 f,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 g,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40956 b,91.663147,63.453838,116.99,52.26299261618207,-1.5174845558747914,104.6562799999292
HD 40979 b,91.124763,44.260445,34.12,24.43117333798437,-0.47966552654421873,23.81306553789341
HD 41004 A b,89.956871,-48.239693,43.03,28.658654521397263,0.021572607176466304,-32.09769393034047
HD 41004 B b,89.956886,-48.239841,43.03,28.65857161582652,0.021565041969110237,-32.09776795806069
HD 4113 b,10.802486,-37.982632,41.92,6.192717819670946,32.455712848539314,-25.798514482409455
HD 42012 b,92.485275,34.135300,36.84,30.46433025557278,-1.3222572222890272,20.672731264095166
HD 4203 b,11.171676,20.448927,81.57,14.808224425008268,74.9815201949377,28.498298521749284
HD 4203 c,11.171676,20.448927,81.57,14.808224425008268,74.9815201949377,28.498298521749284
HD 4208 b,11.111043,-26.515680,34.23,5.902629468375633,30.055290240302416,-15.281733996187917
HD 42618 b,93.002357,6.783074,24.35,24.14637146160328,-1.2664537556141564,2.8759937627125574
HD 4308 b,11.163615,-65.649521,22.03,1.7586392802741877,8.911474866342258,-20.070219320885034
HD 4313 b,11.418160,7.845021,136.82,26.83248514005614,132.85695432943027,18.675112516832325
HD 43197 b,93.398590,-29.897270,56.30,48.72178553160472,-2.89340418950998,-28.062534219283158
HD 43691 b,94.894485,41.092304,85.81,64.43502965355553,-5.517782950815634,56.400683726822926
HD 44219 b,95.059677,-10.725009,50.40,49.326636679229004,-4.36729616508182,-9.37921308649083
HD 45184 b,96.182831,-28.780113,21.88,19.0656989960245,-2.0654173389191204,-10.53411472355805
HD 45184 c,96.182831,-28.780113,21.88,19.0656989960245,-2.0654173389191204,-10.53411472355805
HD 45350 b,97.190460,38.962963,46.94,36.211280193386024,-4.568423087611909,29.516712168679348
HD 45364 b,96.410316,-31.480953,34.39,29.144901811533916,-3.2744381480832687,-17.95897695333517
HD 45364 c,96.410316,-31.480953,34.39,29.144901811533916,-3.2744381480832687,-17.95897695333517
HD 45652 b,97.304962,10.933891,34.89,33.978584801192085,-4.355748079860817,6.617804286391927
HD 46375 b,98.302597,5.462925,29.58,29.13703530963732,-4.251982547151138,2.8160642364246904
HD 47186 b,99.036613,-27.622297,37.50,32.81347695717238,-5.218640749374281,-17.386532682225273
HD 47186 c,99.036613,-27.622297,37.50,32.81347695717238,-5.218640749374281,-17.386532682225273
HD 4732 b,12.308117,-24.136671,54.87,10.673971747918557,48.92195568587154,-22.437145072273744
HD 4732 c,12.308117,-24.136671,54.87,10.673971747918557,48.92195568587154,-22.437145072273744
HD 47366 b,99.419968,-12.985116,84.56,81.2865536476859,-13.486008730696586,-19.000456957595976
HD 47366 c,99.419968,-12.985116,84.56,81.2865536476859,-13.486008730696586,-19.000456957595976
HD 47536 b,99.448410,-32.339733,122.95,102.47011050097147,-17.052780480517736,-65.7706745579059
HD 48265 b,100.007195,-48.541954,90.78,59.18843864841297,-10.44418261362342,-68.03422800250137
HD 4917 b,12.776146,-12.927608,205.45,44.28213976465981,195.2848591425382,-45.963228645757084
HD 49674 b,102.877151,40.867756,43.09,31.76607495500492,-7.262071101807822,28.194448128404588
HD 50499 b,103.008438,-33.915562,46.35,37.47694082903713,-8.658047175311044,-25.86193390307341
HD 50499 c,103.008438,-33.915562,46.35,37.47694082903713,-8.658047175311044,-25.86193390307341
HD 50554 b,103.678436,24.245558,31.19,27.632273862006116,-6.725005512492872,12.80811625774978
HD 51608 b,103.713921,-55.259327,34.83,19.282483221957992,-4.705526440338808,-28.62119427477094
HD 51608 c,103.713921,-55.259327,34.83,19.282483221957992,-4.705526440338808,-28.62119427477094
HD 52265 b,105.075150,-5.367162,30.01,28.850177847450208,-7.77095327476863,-2.807066684611565
HD 5319 b,13.755836,0.789553,121.83,28.966575230732776,118.32441864401454,1.6788007500235806
HD 5319 c,13.755836,0.789553,121.83,28.966575230732776,118.32441864401454,1.6788007500235806
HD 55696 b,108.062378,-38.174541,78.15,58.408580306267915,-19.048425906906452,-48.30132210483837
HD 5583 b,14.486255,34.985561,221.00,45.29288611402535,175.3080784230539,126.71476672857948
HD 5608 b,14.559246,33.950886,58.21,12.138222248043611,46.735607206037635,32.50923991329331
HD 564 b,2.470091,-50.267822,53.60,1.4765808050889164,34.229276864593345,-41.220581199845526
HD 5891 b,15.138300,20.292484,285.75,69.9920107756864,258.714191561525,99.10170539522882
HD 59686 A b,112.951653,17.086046,96.80,85.20266703697457,-36.08156755793457,28.44056983164454
HD 60532 b,113.513252,-22.296066,25.99,22.05021305782297,-9.59377035296487,-9.860414520657114
HD 60532 c,113.513252,-22.296066,25.99,22.05021305782297,-9.59377035296487,-9.860414520657114
HD 62509 b,116.328957,28.026199,10.34,8.180596844264956,-4.048248399010093,4.858510077329721
HD 63433 b,117.479424,27.363182,22.42,17.664969750136446,-9.187739768712223,10.304886300643401
HD 63433 c,117.479424,27.363182,22.42,17.664969750136446,-9.187739768712223,10.304886300643401
HD 63454 b,114.841049,-78.278969,37.73,6.955560123465898,-3.2199691714968446,-36.94326571790129
HD 63765 b,116.957161,-54.264145,32.57,16.955610808302684,-8.623352640801443,-26.437661608957633
HD 64114 b,117.982864,-11.032976,31.55,27.346468149884913,-14.529885673669611,-6.037847467220471
HD 6434 b,16.167295,-39.488216,42.41,9.113477288624239,31.43575976581168,-26.96934629641411
HD 65216 b,118.422173,-63.647324,35.16,13.726114177449126,-7.428548536428925,-31.506127280729846
HD 65216 c,118.422173,-63.647324,35.16,13.726114177449126,-7.428548536428925,-31.506127280729846
HD 66141 b,120.566406,2.334571,68.16,58.639798247505546,-34.633088872724926,2.7764755762986395
HD 66428 b,120.869438,-1.162709,53.36,45.79152326758119,-27.372497432270052,-1.0827655124445486
HD 67087 b,121.915649,31.551319,76.69,55.473460996358554,-34.550213433650754,40.12896680422591
HD 67087 c,121.915649,31.551319,76.69,55.473460996358554,-34.550213433650754,40.12896680422591
HD 6718 b,16.952761,-8.233706,51.42,14.838658172329048,48.678571528501855,-7.363918630002711
HD 68402 b,121.348717,-74.410416,78.61,18.041977807561555,-10.990716954635618,-75.71805120058586
HD 68988 b,124.592384,61.460724,60.95,23.971548020341853,-16.53216092663681,53.5439542862145
HD 69830 b,124.599777,-12.632174,12.56,10.08836505062116,-6.959438933215516,-2.7467617916829985
HD 69830 c,124.599777,-12.632174,12.56,10.08836505062116,-6.959438933215516,-2.7467617916829985
HD 69830 d,124.599777,-12.632174,12.56,10.08836505062116,-6.959438933215516,-2.7467617916829985
HD 70573 b,125.708135,1.859323,45.70,37.08889294262275,-26.659059055213252,1.482764506359861
HD 70642 b,125.367233,-39.705410,29.30,18.381781782497033,-13.047437190762,-18.718025570390182
HD 7199 b,17.696762,-66.188164,36.19,4.441484254090665,13.919725329537847,-33.1093727571346
HD 72490 b,128.402710,13.550790,126.79,96.5948228979819,-76.56755239639038,29.70781394403712
HD 72659 b,128.513290,-1.568217,51.97,40.64940966747585,-32.34939786225649,-1.4222698882970175
HD 72892 b,128.719147,-14.456694,69.87,52.78797037665355,-42.32010981464068,-17.44291801248582
HD 73267 b,129.074066,-34.459980,54.91,35.14801952738959,-28.537614037586394,-31.0697506965214
HD 73526 b,129.318680,-41.319103,97.51,56.656523597436596,-46.40368166696957,-64.38118328831541
HD 73526 c,129.318680,-41.319103,97.51,56.656523597436596,-46.40368166696957,-64.38118328831541
HD 73534 b,129.815842,12.960376,83.53,62.52548787968072,-52.123568067183875,18.73387085878277
HD 74156 b,130.604675,4.578097,64.60,48.88901465195782,-41.909873453623,5.15623442659068
HD 74156 c,130.604675,4.578097,64.60,48.88901465195782,-41.909873453623,5.15623442659068
HD 7449 b,18.622173,-5.047387,38.71,12.313178939937211,36.54108634569417,-3.4056912763211518
HD 75289 b,131.918289,-41.736794,29.14,16.18010848678351,-14.526906367778443,-19.39878039304828
HD 75784 b,133.099747,13.233433,85.64,60.87086629139283,-56.96144505487536,19.6046171652443
HD 75784 c,133.099747,13.233433,85.64,60.87086629139283,-56.96144505487536,19.6046171652443
HD 75898 b,133.461685,33.056812,78.23,47.59073360364459,-45.101473731342125,42.67214597753424
HD 76700 b,133.481308,-66.800995,60.99,17.43290795490006,-16.532406461927227,-56.05848157784519
HD 76920 b,133.820068,-67.265472,184.80,51.52947262054267,-49.44964510363597,-170.44203134958582
HD 77338 b,135.302063,-25.527061,46.00,29.196545885192293,-29.506028365715515,-19.823117778378162
HD 7924 b,20.496313,76.710281,17.00,1.3683317677478206,3.6604876256771957,16.544742322430903
HD 7924 c,20.496313,76.710281,17.00,1.3683317677478206,3.6604876256771957,16.544742322430903
HD 7924 d,20.496313,76.710281,17.00,1.3683317677478206,3.6604876256771957,16.544742322430903
HD 79498 b,138.789169,23.375549,49.02,29.645209205244345,-33.85053613558279,19.448989035703107
HD 80606 b,140.656540,50.603722,66.60,26.797628613261537,-32.68968328629549,51.46680199261849
HD 80653 b,140.339249,14.367923,109.86,67.92400707451719,-81.92899248107494,27.261493979180685
HD 81040 b,140.946198,20.364454,34.47,20.360413249179878,-25.094797717921292,11.995232378709161
HD 81688 b,142.166626,45.601482,85.92,36.87164105393715,-47.47750339390002,61.389047536770185
HD 81817 b,144.272034,81.326385,268.97,23.68577969272031,-32.92832243136923,265.8939080201044
HD 82886 b,143.938263,34.780743,127.52,61.65436668131663,-84.66795354625857,72.74219622347371
HD 82943 b,143.711395,-12.129546,27.61,15.976244192080886,-21.758089170268207,-5.801489220334644
HD 82943 c,143.711395,-12.129546,27.61,15.976244192080886,-21.758089170268207,-5.801489220334644
HD 8326 b,20.531721,-26.893103,30.71,9.6059526531492,25.64898906850769,-13.890973090069293
HD 83443 b,144.299286,-43.272205,40.95,17.399116886450273,-24.212796586539653,-28.069800730152945
HD 8535 b,20.905149,-41.269802,52.50,14.080060067789358,36.862092126337544,-34.629295005195345
HD 85390 b,147.510406,-49.790268,33.56,11.637767999688597,-18.27496012926343,-25.629315017363535
HD 85512 b,147.779388,-43.502789,11.28,4.362401459590146,-6.9218523555416045,-7.765037892595816
HD 8574 b,21.302153,28.566692,44.88,14.319420680702644,36.7233373686263,21.460780132118256
HD 86081 b,149.024658,-3.808422,104.24,53.530638033670044,-89.17685263922418,-6.923680023678892
HD 86226 b,149.124359,-24.099390,45.57,21.347138507577096,-35.70290704065763,-18.607176206627358
HD 86226 c,149.124359,-24.099390,45.57,21.347138507577096,-35.70290704065763,-18.607176206627358
HD 86264 b,149.240997,-15.895122,67.94,33.417884006885096,-56.15033176094998,-18.60722632843554
HD 8673 b,21.536604,34.579700,37.90,11.455030219972944,29.02589479303408,21.51022347915576
HD 86950 b,150.406708,-17.333023,211.10,99.51558318428927,-175.2268706249076,-62.89199086125904
HD 87646 b,151.669861,17.895103,135.17,61.0418018146294,-113.224206441705,41.53440028301449
HD 87883 b,152.179749,34.242260,18.30,7.060218798518357,-13.37943190400532,10.297286654412055
HD 88133 b,152.531982,18.186871,73.77,32.32681496966164,-62.18395665320579,23.024888031638337
HD 89307 b,154.588699,12.621108,32.04,13.416568872369403,-28.240851292671188,7.000828376570913
HD 89345 b,154.671066,10.129028,132.80,55.92826031960709,-118.16267022019441,23.354936609972743
HD 89744 b,155.544006,41.229530,38.68,12.043205234802091,-26.480279835302724,25.4931047053217
HD 90156 b,155.980316,-29.645529,21.96,7.768754909012249,-17.43278863627763,-10.862132733794398
HD 9174 b,22.504177,-19.604502,81.68,29.450797220255044,71.08585578729357,-27.40573024167612
HD 92788 b,160.702209,-2.183756,34.69,11.455956164198863,-32.71711927114179,-1.321845286649181
HD 92788 c,160.702209,-2.183756,34.69,11.455956164198863,-32.71711927114179,-1.321845286649181
HD 92987 b,160.901108,-39.058426,43.59,11.074988015532416,-31.98465752415853,-27.46660560604646
HD 93083 b,161.087143,-33.577023,28.54,7.707125095952724,-22.494197942847222,-15.784260567519263
HD 9446 b,23.334101,29.265148,50.42,17.42200417074247,40.38725755304689,24.647912650333893
HD 9446 c,23.334101,29.265148,50.42,17.42200417074247,40.38725755304689,24.647912650333893
HD 94834 b,164.312973,24.142782,98.43,24.285815780303565,-86.47469726006682,40.2590460103683
HD 95086 b,164.262589,-68.667343,86.44,8.528885702248585,-30.266601246656204,-80.51747982676736
HD 95089 b,164.698898,1.729216,137.46,36.258020257517714,-132.5269851762451,4.147983498129205
HD 95089 c,164.698898,1.729216,137.46,36.258020257517714,-132.5269851762451,4.147983498129205
HD 95127 b,164.896194,43.814465,689.75,129.6885501397227,-480.52022061270856,477.531423096921
HD 95338 b,164.859604,-56.623039,36.97,5.312208222611737,-19.63287277008342,-30.872506386643327
HD 95872 b,165.867114,-22.093977,72.37,16.37311025989654,-65.02609759700483,-27.22030109536029
HD 96063 b,166.185226,-2.513218,140.62,33.54548919819178,-136.42090355861626,-6.166167910843666
HD 96127 b,166.441452,44.301559,597.42,100.23616451300877,-415.64213376565715,417.2588936888614
HD 96167 b,166.312790,-10.291301,85.51,19.907971463452917,-81.74508027200135,-15.276603795818067
HD 97048 b,167.013824,-77.654854,185.00,8.888197724637234,-38.541437153969746,-180.72232170740378
HD 97658 b,168.638184,25.710384,21.58,3.830456440539996,-19.062504408427323,9.361887049938943
HD 98219 b,169.448135,-23.975414,114.07,19.08681088261899,-102.46548610558888,-46.351728203773675
HD 98649 b,170.215698,-23.217342,42.22,6.593798770635136,-38.236480042216115,-16.64397223482361
HD 98736 b,170.455597,18.190001,32.48,5.116435140396734,-30.429722867839732,10.139253307842004
HD 99109 b,171.072327,-1.529076,54.88,8.513659394987519,-54.195824975831556,-1.4644312531402657
HD 99492 b,171.692825,3.006328,18.21,2.627362010492897,-17.994136701510556,0.9550461942595838
HD 99706 b,172.125885,43.966579,147.21,14.515335632554718,-104.95465477536187,102.19887265747552
HD 99706 c,172.125885,43.966579,147.21,14.515335632554718,-104.95465477536187,102.19887265747552
HIP 105854 b,321.595306,-37.829430,78.80,-38.66386043463758,48.773442342917434,-48.329051494033855
HIP 107772 b,327.499115,-41.245037,23.66,-9.558727882816052,15.003685873893495,-15.598581072001506
HIP 107773 b,327.500519,-64.712540,103.63,-23.7840827020329,37.33427786657104,-93.69976524092536
HIP 109384 b,332.405823,71.314331,56.20,-8.340085812764984,15.957062459408185,53.2377227753241
HIP 109600 b,333.026062,29.065811,58.60,-23.232654240586783,45.64797029898213,28.468694815895418
HIP 116454 b,353.955353,0.445516,62.56,-6.587581541725432,62.2102944974816,0.4864442082391668
HIP 12961 b,41.678692,-23.086611,23.39,14.307632092048458,16.070563101176752,-9.17173732341269
HIP 14810 b,47.809292,21.097359,50.55,34.94269682869918,31.673778130039494,18.195664794303287
HIP 14810 c,47.809292,21.097359,50.55,34.94269682869918,31.673778130039494,18.195664794303287
HIP 14810 d,47.809292,21.097359,50.55,34.94269682869918,31.673778130039494,18.195664794303287
HIP 35173 b,109.044479,-3.665910,33.19,31.30916861402654,-10.807805734059697,-2.122120617043679
HIP 38594 b,118.545349,-25.303175,17.80,14.136060844590643,-7.689747971260625,-7.607861719072216
HIP 38594 c,118.545349,-25.303175,17.80,14.136060844590643,-7.689747971260625,-7.607861719072216
HIP 41378 b,126.616043,10.080378,106.61,84.24963218721885,-62.60590769511946,18.65990080328719
HIP 41378 c,126.616043,10.080378,106.61,84.24963218721885,-62.60590769511946,18.65990080328719
HIP 41378 d,126.616043,10.080378,106.61,84.24963218721885,-62.60590769511946,18.65990080328719
HIP 41378 e,126.616043,10.080378,106.61,84.24963218721885,-62.60590769511946,18.65990080328719
HIP 41378 f,126.616043,10.080378,106.61,84.24963218721885,-62.60590769511946,18.65990080328719
HIP 4845 b,15.588049,-10.423863,21.11,5.579035901928409,19.99796471679276,-3.8194064448426484
HIP 48714 b,149.036133,62.788464,10.53,2.477370233448349,-4.128932344803104,9.364585117262953
HIP 5158 b,16.508533,-22.453154,51.68,13.572031538430485,45.793365543765134,-19.738035162977905
HIP 5158 c,16.508533,-22.453154,51.68,13.572031538430485,45.793365543765134,-19.738035162977905
HIP 54373 b,166.865433,-19.291489,18.73,4.017199524608416,-17.215829776564657,-6.187908619544698
HIP 54373 c,166.865433,-19.291489,18.73,4.017199524608416,-17.215829776564657,-6.187908619544698
HIP 57274 b,176.170685,30.959293,25.88,1.4821433511362436,-22.143406800967295,13.313421285813721
HIP 57274 c,176.170685,30.959293,25.88,1.4821433511362436,-22.143406800967295,13.313421285813721
HIP 57274 d,176.170685,30.959293,25.88,1.4821433511362436,-22.143406800967295,13.313421285813721
HIP 63242 b,194.383163,-65.646461,157.16,-16.098501406237325,-62.776102140277565,-143.17564336348138
HIP 65 A b,0.185667,-54.830814,61.89,0.11551778173671752,35.64800521883798,-50.59227687661233
HIP 65407 b,201.087662,48.885094,55.50,-13.13082525116505,-34.05115930929744,41.81327513979517
HIP 65407 c,201.087662,48.885094,55.50,-13.13082525116505,-34.05115930929744,41.81327513979517
HIP 65426 b,201.150406,-51.504459,111.40,-25.0195663988298,-64.67026734616272,-87.18794537429122
HIP 65891 b,202.605301,-58.664356,136.05,-27.196044369370245,-65.31726642790358,-116.20513059691258
HIP 67522 b,207.526169,-40.835800,127.27,-44.501140020766,-85.39064930232698,-83.22102167468977
HIP 67537 b,207.580826,-39.900856,112.60,-39.99468674460951,-76.56517527937379,-72.22851906718925
HIP 67851 b,208.466919,-35.314362,65.96,-25.654744223424487,-47.31528783842601,-38.128981570421765
HIP 67851 c,208.466919,-35.314362,65.96,-25.654744223424487,-47.31528783842601,-38.128981570421765
HIP 70849 b,217.327347,-46.463818,24.07,-10.053410003613761,-13.183928318773477,-17.449294581291287
HIP 71135 b,218.217590,-52.646271,32.36,-12.146514231587641,-15.42571920056466,-25.723121489569838
HIP 74890 b,229.572205,-41.420570,91.49,-52.22447150634876,-44.49021236002,-60.52805696569888
HIP 78530 b,240.481064,-21.980389,156.70,-126.44755120818131,-71.59576005740492,-58.65112049447019
HIP 79098 AB b,242.182175,-23.685415,146.30,-118.49353148001958,-62.5216710718014,-58.77085709586925
HIP 79431 b,243.174057,-18.875504,14.54,-12.277469085931402,-6.208775100696279,-4.703877612456839
HIP 8541 b,27.526375,-54.464962,168.63,45.295013677825985,86.9132048258087,-137.2243909180601
HIP 91258 b,279.221466,61.702503,45.95,-21.50107406391028,3.4906813549983604,40.45888601748832
HIP 97233 b,296.421967,-0.696645,102.58,-91.85782831263845,45.64252661254675,-1.2472137382180113
HN Peg b,326.130554,14.771939,18.13,-9.769942674743742,14.555969945146657,4.622646329561486
HR 2562 b,102.504227,-60.249146,34.04,16.490980955097783,-3.657238898839004,-29.553235876557086
HR 5183 b,206.738007,6.350375,31.49,-14.080781824145054,-27.950313725567053,3.4830512289089706
HR 810 b,40.639442,-50.800293,17.33,7.133652630464752,8.311389189295557,-13.429844001027123
HR 858 b,42.984360,-30.814520,31.99,18.73172044093345,20.098307330143733,-16.38721427777786
HR 858 c,42.984360,-30.814520,31.99,18.73172044093345,20.098307330143733,-16.387214277777
